,User_name,Review,Rating1,Rating,Title
1893,Kannan,If your phone supports Dolby Atmos the OnePlus bullets is best thing you can buy and the bass is awesome,5.0 out of 5 stars,5,Don't think anymuch just go for it
1894,Balaji,product is good but does not come with active noise cancelation. its very irritating when the listener on other end always says that he/she cant listen to your words due to background  noise,2.0 out of 5 stars,2,DONT BYE THIS
1895,Dinesh yadav,                    The media could not be loaded.                 OnePlus neck band  is right site is not properly working very slow sound,1.0 out of 5 stars,1,Right site is very slow sound
1896,Hemanath G.,"Awesome headphone under 2000 , value for money",5.0 out of 5 stars,5,Great sound quality
1897,Amazon Customer,It's not great when it comes to taking or making phone calls.... For hearing music it is good,2.0 out of 5 stars,2,Not good for taking Calls..
1898,Amazon Customer,This product I bought produces crackling sound during calls and music. Got it replaced but still same problem faced. Guess there is some problem with the version.,1.0 out of 5 stars,1,"Cracking sound, don't buy."
1899,Hero Moto Corp Ltd,"Sound quality Good , batery life amazing  , light wight , Magnatic cotrol is amazing fearture  over all product i loved this product , and with my nord2 its perfect match.",5.0 out of 5 stars,5,Nice
1900,Shilpi,"I love this neckband within the range of 2k. It's bass is really good, it's thumping yet balanced. The built quality is great. According to my use one full charge stays for more than 4 days.",5.0 out of 5 stars,5,"This product is amazing, worth every penny."
1901,Satyam sharma,Thanku amazone service me no1 or customer ko deal karne me b no1Me amazone k product ki quality ko bahot pasnd karta huOr 1plus blootooth bahot sahi hai achi quality haiThnku amazone,5.0 out of 5 stars,5,Thanku amazon
1902,Sourav Bagchi,"This is a good product for them who loves to listen music, A1 class. But its not good for gaming sounds. And you can not fix it by the developer option in your phone, thats the only problem.",4.0 out of 5 stars,4,Not for Gaming...
1903,Rahul Saggam,Amazingly sounding earphones. Robust and classy build quality. super compatible with Oneplus only.,5.0 out of 5 stars,5,Amazing sound and Super build quality
1904,Rohit,Nose cancelation is owsam and value is very loud but bass is low in side from my view but over all al thing are very good wualty battry life looks noice cancelation calling qualty all are good,4.0 out of 5 stars,4,Perfect
1905,n,"The sound quality is good!The best part is battery capacity and chargingYou can use it all day , chraging time is impressive.",5.0 out of 5 stars,5,The best best quality headphone you can get at this price range
1906,Yes we Associates,The bluetooth conectivity is super,5.0 out of 5 stars,5,Super
1907,Humara,"Its my right choice to buy this, it is so light weight , and the sound quality is good but noise cancellation is not up to the mark. According to this range it good quality product",5.0 out of 5 stars,5,Its so light weight
1908,Dipankar das,"OnePlus (1️⃣➕) you made my day 🌟. Peace 🕊️ full sound🔊.Killer 🔥 headphone 🎧 for me under 2000 rupees ❣️ & it's my first OnePlus product that I used. Lovely 🌹, Love from india 🤗.",5.0 out of 5 stars,5,Awesome 🤞.
1909,Sravan,It works with all the Phones and Also the laptop with other Microsoft Team also but not high frequency bass and beats,2.0 out of 5 stars,2,Nice and Affordable but it cannot handle high frequency db
1910,Riyanka D.,"Felt stupid buying the bass edition, it does not hav quick switch function. Apart from the missing features, everything is moderately comfortable.",3.0 out of 5 stars,3,"Missing quick switch, buy the normal version"
1911,venkatesh,"After trying multiple earphones, finally found the best one. It is great for call's",5.0 out of 5 stars,5,Worth the price!!!!
1912,Stark,NOT SUPPORT HONOR VIEW 20 PUSE BUTTONAfte 2 week one side earpes not working don't buy this,1.0 out of 5 stars,1,NOT SUPPORT HONOR VIEW 20 PUSE BUTTON
1913,Sheetal,Detective piece provided. After receiving found that voice is shaking during calls only when I use this product otherwise it's good. Also audio.and video is not having any sound while using this product.,1.0 out of 5 stars,1,Bad delivery with defective product. Not expected fro Amazon.
1914,Debanjan,Pros:High quality bassExceptional Connectivity and RangeAlmost connects instantly with Bluetooth V5.0 devicesMagnetic control works like a charmCons:Quick switch not as effective because there is no physical button anymore,5.0 out of 5 stars,5,Must-buy premium but budget headphones!
1915,Yash ,Its a good product be the main problem is of connection....After connecting it will disconnects automatically and the sound is not comming from it and after I had to connect it manually 😡😡Very disappointed 😠😠😠,1.0 out of 5 stars,1,Disconnects automatically many times while watching videos
1916,Pratyush Dasgupta,Buzzing noise after 10 days when ever I try to call from a cell phone but no such issue while listening songs/videos. Couldn't return my product. Now have to stick with a 2K bad investment on Amazon.,3.0 out of 5 stars,3,Buzzing noise after 10 days when ever I try to call from a cell phone
1917,Swati Sharma,I buy these one plus  bullets wireless but noise cancellation is poor and calling facility is not working so much of pblm while calling through these one plus bullets wireless I'm highly disappointed,2.0 out of 5 stars,2,Sound and calling through one plus bullets wireless create disturbance
1918,R sasikala,Very bad product and greatly disappointed.They did not delivered the colour which was ordered and ear buds are missing.Totally Dissatisfied...Don't ever order this kind of items through them...,1.0 out of 5 stars,1,Dissatisfied...
1919,Aranya Avi,"Perfect for Oneplus users but not so good for non Oneplus users.Pro's-Good sound, Good battery life,and Looks pretty good.Cons-Thin earphone wires, problems with connectivity as it always gets disconnected.",4.0 out of 5 stars,4,Value For Money
1920,Soniyo,Mic disturbance is very much. Other person do not get proper audio. Sound quality is average,2.0 out of 5 stars,2,Very poor connectivity
1921,rahul p.,"Good quality, sound feels like a over the ear headphone, outside noise is cancelled pretty well. Bang for the buck.",5.0 out of 5 stars,5,Best VFM. Great quality.
1922,Anant pandey,"Product is really amazing, sound quality, durability & everything is absolutely amazing",5.0 out of 5 stars,5,Worth buying
1923,sam rewale,I just got it today and after 2 hrs of use its started crackling sound while listening songs. Im going to replace it. Didn't expect this from brand like oneplus.,1.0 out of 5 stars,1,Crackling sound after just 2 hrs
1924,Budhram Dhebania,Jitni price inki hai us hisab se best quality honi chahiye lakin inko khardkr sirf paiso ko kharch krna hai calling k liye bahut bakwas hai bahut loudly bolna padta h tab samne wale ko sunai deta hai,1.0 out of 5 stars,1,Voice connecting is very low and bad
1925,Venkata Shashanka Chintalapati,The charge sometimes is not as expected. If you are using these for calls it get discharged very fast. For listening to music it's good.,4.0 out of 5 stars,4,"Battery not as expected, however a good product."
1926,Dimpesh Limbachiya,Guys dont waste your money to buy any other wireless headphones. I use almost all brands wireless headphones but no one can beat this oneplus bullets z bass edition in this price.,5.0 out of 5 stars,5,Sound quality is very decent.
1927,Yasin mansuri,Supperb battery i used 2 days continuously (100%)2nd day batrry is 40% i charge fix Ten minutes and Battery is above 90% | Great Sound Quality | Fully Value for Money Product,5.0 out of 5 stars,5,King Earbuds of Budget Range
1928,Pramod Harsule,                    The media could not be loaded.                 No sound in one side ear buds and volume button are removed very cheap product button build quality is not good but are removed and service center said it's phisical damage,1.0 out of 5 stars,1,Build quality is not good.... one side no sound
1929,Meghna,Its a very good product nothing can beat one plus charge headphones for 30 minutes it won't die till one day over all master piece 😊 go for it guys ...,4.0 out of 5 stars,4,Master piece
1930,Venkey,"Misleading selling script, says quick switch and quicknpair... however quickswitch is for other model and this bass edition doesn't support quickswitch.",1.0 out of 5 stars,1,If you plan to use it between 2 mobile then go for the standard edition
1931,Anupam,Everything is good. A must buy neckband earphones under 2k. Best in this range. Only issue found is with noice cancellation. Its not there. Got amazing battery backup. Sound quality is also very good.,4.0 out of 5 stars,4,Good to go under 2k
1932,Jayesh Gaikwad,Sound quality and Charging is good..But it's not durable...It will work only 6 months after that one of the side stops working...And next within 2 months it's completely unusable.,4.0 out of 5 stars,4,Earphones quality is ok but after 6 months it stops working...
1933,Md Sumail Nehal,                    The media could not be loaded.                 OnePlus bullet wireless Z Base edition Bluetooth sound problem not connecting device..plz changeAddress: Near kotwali thana mazar k.p road gaya pin 823001,2.0 out of 5 stars,2,Sound problem and not working device tissue
1934,Vinod Vijayan,Good item. Don't buy the item with too much of expectations,4.0 out of 5 stars,4,Good
1935,parag kudalkar,Looks good.Fast charging.Useful Quick Switch feature.Decent sound for the price.Long lasting battery backup.,4.0 out of 5 stars,4,Great quality.
1936,Prasad,"Good build quality, good connectivity, excellent battery life and excellent charging speed overall excellent neckband ear phones",5.0 out of 5 stars,5,Just awesome
1937,Andrews,"To be frank, this is one of the best earphones I have used.. according to me it almost beats JBL in sound quality and built quality.. it's worth the price and I recommend everyone who can afford should buy this",5.0 out of 5 stars,5,OnePlus quality ones again proves to be one of the best
1938,Praveen,Very loud u need to decrease your volume70% volume is enough to listenAfter some time yours ears will ache,3.0 out of 5 stars,3,Very loud
1939,Harghun Singh,Quality is like any other low priced earphone quality. One side stopped working completely after just 1 month of use. Just 1 month! Very disappointed with wasting my money on this. Please don’t buy.,1.0 out of 5 stars,1,One side stopped after 1 month
1940,Ramesh Kumar,"The product is really very good. Easy to use, light weight, easy connect, dynamic sound, fast charge, and long lasting battery. Good to go",5.0 out of 5 stars,5,One Plus Sound 🤞
1941,Linkanraj Senapati,Product is amazing ....go for it ... totally worth it for the price ....& I like the sound quality build quality it's bass and mostly it's functions and connectivity...love this product,5.0 out of 5 stars,5,I mainly like it's functions and connectivity. And overall product is best ❣️❣️
1942,charan singh bairwa,                    The media could not be loaded.                 First life only 6 mont after thisi product is worstMy new oneplus not good songs play sound glitch when calling never good or clear voice,2.0 out of 5 stars,2,Not good
1943,shahzad gafoor,Its only 4 months since I got the product. The left side volume is reduced and the nice cancellation works inverted (collects all background noise except what I say). Really bad experience,1.0 out of 5 stars,1,Left side low sound
1944,Harun rashid,Giving 4 star just because it doesn't have a dedicated switch for ON/OFF. Otherwise product is absolutely insane ...🔥. 15 minutes charge and 2 days of battery....powerful and clear sound.,4.0 out of 5 stars,4,Value for money
1945,Shoaib Mansoor,"Sound quality is not that good. With wired earphones, you'll get same audio quality in earphones worth 600-800.I expected it to have wonderful audio experience and I am disappointed.",3.0 out of 5 stars,3,Not so good
1946,Rajat Gupta,"Everything is good, but noise cancellation is zero percent.  Easily catches noise of surroundings.",4.0 out of 5 stars,4,Noise cancellation is not good.
1947,ankit kumar,Very bad earphones as compared to mi  mi has aluminum chambers and oneplus has cheap plastic not comfortable wear only For 10 min then started pain in the ear,1.0 out of 5 stars,1,Plastic ear buds worst experience
1948,asif,                    The media could not be loaded.                 Bhai mai khush hoon OnePlus 8 ke device mai awesome chalta ha gaming sounds good MP3 sounds good Bluetooth conecting good I'm happy 😊 ab aaplog experience kareThanks,4.0 out of 5 stars,4,Good quality
1949,Ajit,"it's awesome. nice sound quality, but if u are using multiple devices, pairing becomes some what difficult . if u are using a single device, this is best. i  bought it for 1799/- during the sale",5.0 out of 5 stars,5,1+
1950,Natasha George,It's good for listening to music or watching movies. But the extra bass makes it difficult for daily wfh use. I would not recommend if your major usecase is work related.,4.0 out of 5 stars,4,Bass bass n bass
1951,venkatesh,One of the best from oneplus.. worth your penny. Don't doubt it.. sound quality is excellent. Notice cancellation is good. Bass quality also good but compare to boat little bit less but it's worth..,5.0 out of 5 stars,5,Worth for your penny!
1952,Anish,Amazing headphones thry are. Way better than redmi and all,5.0 out of 5 stars,5,Best wireless headphones
1953,Anil G Rajput,Product is very goodOneplus delivers quality product,5.0 out of 5 stars,5,Totally worth.. Oneplus 👍
1954,vishal mohite,After 3 months useGood Audio Quality .Bass is exllent I buy it in sale at price 1799 charging backup sightly less but it ok after one charge you can get 12 to 14 hours backup .,4.0 out of 5 stars,4,Just go for it
1955,oder,Good one. Lets seehow long battery life last. Recommend others too. Good sound quality,5.0 out of 5 stars,5,Good one
1956,Dr. Abdullah tamboli,Awesome....bass improved than previous version...long battery life...good with my OnePlus nord...but only drawback is there should be on and off button,4.0 out of 5 stars,4,Awesome...perfect bass
1957,KOHLI,5 Star...best product used so far..I have ear phone worth rs 13000 however trust me this beats all....battery life is amazing....its amazing...loved it,5.0 out of 5 stars,5,Best in market..can beat any expensive earphone
1958,manoj k.,It gets reconnected every 3 to 4 times a day while Playing music or videos..Its bit annoying.. I'm using redmi note 8 pro..,4.0 out of 5 stars,4,automatic disconnect and reconnecting
1959,Dhaval Kumar,Quick switch feature is not available in OnePlus bullets wireless Z bass edition. Not so good for calling.,3.0 out of 5 stars,3,Good for music but not good for calling
1960,P Mahesh,"👉OnePlus 🎧Bullets Wireless Z BassEdition BIuetooth 👉  Sound quality 🔊Bass  is very good, battery backup is excellent,this neck band is very flexible easy to carry and nice buildquality. It totally justify it's pricing.👌👌😘😘",5.0 out of 5 stars,5,"Sound quality 🔊Bass  is very good, battery backup."
1961,Sahikh Sahil Akbar,"pros- build quality, connectivity , sound , pricecons- bass could hve been better",4.0 out of 5 stars,4,Value for money
1962,mohan singh,Worst wireless I have ever used. Sound quality is so poor like some random Chinese product....Pls don't waste your moneyTry some other cheaper productsThey'll give you better feel,1.0 out of 5 stars,1,Worst
1963,Prathamesh Melkunde,I think so this is the best wireless Headphones i have used till now . I have used it for 6 months but the quality of 1st and now is the same . So the main reason to buy this product is the QUALITY,5.0 out of 5 stars,5,QUALITY it is the main thing
1964,vikash rao,"It's just amazing. It has powerful bass and vocal are also clear. I want to say only a single thing I.e. it is unbeatable under this price segment in all the thing whether it is mic, sound and bass",5.0 out of 5 stars,5,Fantabulous product
1965,Pronay Banerjee,Battery back up  just amazing..Its long lasting and also really quick charging 15 to 20 minits to full charge.Mircro phone or call quality very goodSound quality also good.Bass still not much improve. ... High base song its ok,5.0 out of 5 stars,5,HUGE BATTERY BACKUP & QUICK CHARGING.CALL QUALITY VERY GOOD
1966,Noor,Defective product. There are disturbance issues .,1.0 out of 5 stars,1,Disturbance issues
1967,Amazon Customer,"Great product. No doubt the best buletooth in-ear headphone.  Good built quality,  quick charging,  great battery. Great sound.",5.0 out of 5 stars,5,Best bluetooth neckband or earphone.
1968,Selvakumar Selvaraj,It's charging point of view it's very good..But it's automatically disconnect from mobile during playback. After automatic paring is not happened..need to go and paried via bluetooth option in every time.,1.0 out of 5 stars,1,After 6months one side earbuds are not working.Very worst product.
1969,Yadhu Krishna Menon,Let me keep it shortThe bass sucks cuz there's no bass this product is not for bassheadsIf you still insist to buy wireless z go with the basic editionIt was a torture to my ears when turned to full volumeThis product is not worth 2K,1.0 out of 5 stars,1,Before you buy it this is not for bassheads
1970,Sanjog Bhagat,After 20 days of use I started hearing noises while calling. Can't hear properly while calling on both ends. And worse thing is I can't even return it as it's returning period is over. Worse product from OnePlus.,1.0 out of 5 stars,1,Worse neckband for calling
1971,Umesh,It works really well with oneplus devices.The magnets are good enough.The sound quality and the bass effect are much  better in oneplus devices rather than other devices like iphone or redmi etc.Specifically designed for oneplus devices.,4.0 out of 5 stars,4,Great product for oneplus user
1972,Kirk Hammett,Having budget of 2000. Don't look anywhere grab these one plus z (Bass edition). It's have return policy thou it's not being shown at product page. It's literally amazing as expected from one plua,5.0 out of 5 stars,5,The best you could buy at 2000
1973,Hari Madhav,"Battery backup is nice,Fast charging is also impressiveNoise cancelation is below than expectedBase quality is also impressive.A good choice to purchase.",4.0 out of 5 stars,4,Best in class
1974,Chandan Kumar Pandey,It is an amazing wireless earphone that connects easily and has very good sound quality. It's good to carry arround and charges within a very short time.,5.0 out of 5 stars,5,Great sound quality
1975,Kishore,"I had used many headphones.... But this headphone the sound, the bass... Are the next level. I loved this wireless neckband very much.",5.0 out of 5 stars,5,One of the best headphone
1976,Sanjay,"Bass is Good,Build quality Excellent, Packaging is Premium, Bluetooth Connectivity is fast..Inside the box.One Plus bullet wireless Neckband.Type C Cable.Extra Eartips.Manual book",5.0 out of 5 stars,5,Excellent Neckband
1977,vivek shah,Not comfortable in ear.Experience like irritating.Bass is not good as we expectedSound is just okNoise cancellation is average,1.0 out of 5 stars,1,Not good as expected
1978,Mosesnishanth,"OMG!!! Really awesome earphones by one plus, sound quality, noise cancellation,bass quality are unbelievable. Must buy in this price segment. I'm satisfied with this product. Thanks to Amazon for nice delivery.",5.0 out of 5 stars,5,Extraordinary product
1979,Kumar,                    The media could not be loaded.                 Just within 4 months sound quality reduced..On Left earphone gets less soundOn right earphone gets much more than left earphone...,1.0 out of 5 stars,1,Just works for few months
1980,Ravi,Sound quality is very good totally worth.bass is good. But after 6 months one side of earphone is stop running.But very good response at storeReplace immediately without any hesitation,5.0 out of 5 stars,5,After 6 months
1981,MANOHAR MAURYA,One of the Best quality of bluetooth headset ear phone .Seriously I am very happy to buy.Ones I buy this product so to sems that good quality my brother also buy same products.,4.0 out of 5 stars,4,Awesome quality u can by
1982,Ajith Kumar,"Sound quality is good. Probably one of the best under 2k. And 10 min charge = 10 hours is completely depends on the adopter. Only thing I didn't like is earphones wire quality is too poor. And they mentioned base redesigned, TBH base is too much 😅.",3.0 out of 5 stars,3,Worthy
1983,Abhishek,Bought in oct 2020 because I was tried with realme and boat fake 6 months warranty period . It had 1 year warranty but in July 2021 it volume quality decreased for no reason whatsoever .,1.0 out of 5 stars,1,Not durable
1984,Rathinam Lakshmipathy,Utter money waste product… not claiming the warranty though it is under warranty. Then what is the purpose of getting branded one?? Highly disappointed on Oneplus #Oneplus #Worst Quality,1.0 out of 5 stars,1,Worst attitude towards customer service…. highly disappointed on one-plus product.
1985,Narendra waykos,"Using it with OnePlus handset. Sound quality, clarity, & bass all are best. Very good from battery backup perspective also. If you are looking for bass with full clarity, just go for it.",4.0 out of 5 stars,4,Mind-blowing purchase
1986,VIJAYAKUMAR A,"Amazing product, ignore the negative comments.. Just go for it",5.0 out of 5 stars,5,Amazing product
1987,Sandeep yadav,Crackling sound plus voice breaking on call..Totally disappointed with one plus..even on exchange they gave me the similar defective product..i dont what d hell one plus is doing..,1.0 out of 5 stars,1,Sound crackling
1988,Anna,Stopped working in seven daysNo return no exchange no serviceBetter buy from local store,1.0 out of 5 stars,1,Pathetic experience
1989,Mithun M,It has an issue of a crackling sound that goes on for ever which very bad....... Is been only 4 months and i ve been experiencing it for a month..... The right way piece isn't working properly....,3.0 out of 5 stars,3,Not Durable at all
1990,Rajashekar,"I love the magnetic switch on/off (when you put them together, they switch off to save power, then when you need them, you just pull them apart and they're on and connected within 1 second. Really cool.",4.0 out of 5 stars,4,its worth for price  good product
1991,Pritesh ahire,Item was not come same as shown as image...fraud with me... Sale dhamaka really bad... It was used & Defective pic.... I m very shocked bcoz i will never expected from Amazon & Amazon's team... Really disgusting...,1.0 out of 5 stars,1,Fraud with me.. Robbing and trapping on the pretext of discounts
1992,Ramyata,"I don't know if it's Amazon selling cheap knock offs or One plus making cheap products, but they stopped working in less than a month of use. Surprisingly low standard product.",1.0 out of 5 stars,1,Stopped working in a month
1993,Antriksh,"The product is not at all durable, stopped working after 7 months. This was not at all expected by One plus, and support is also not helping.",1.0 out of 5 stars,1,Not durable
1994,Utkarsh,"Sound quality is great. Usually wireless earphones of this price range such as neckbands or tws, don't sound as good as wired earphones...but these are awesome! OnePlus provides quality for sure.",5.0 out of 5 stars,5,Totally value for money!
1995,svishwasrao,Great Features provided with awesome sound quality!The only drawback is country of origin is China. But that's also applicable to Sony Headset so decided to go ahead with this one. Happy with my decision so far!,5.0 out of 5 stars,5,Awesome product
1996,himanshu vegad,There is very bed productAfter only 4 month use now is ded.Not charging and not goes to switch on.Don't buy this product.Customer care will not support.,1.0 out of 5 stars,1,Bed product
1997,sakthi8778456664,All ok when make call sound of my voice is very  low to opposite person,2.0 out of 5 stars,2,Try normal version
1998,manish charpe,Disgusting....they handed me a duplicate product....sound has some unwanted flickers..... Won't buy anything from amazon....Had in mind that amazon hand you a 2 nd copy and justified so in this buy🙏🙏,3.0 out of 5 stars,3,Duplicate one
1999,Shubham,The neckband is small which feels very clumsy and the wires are also short. The red colour wire looks like a local product & doesn't feels like a 2000 Rs. product. Rest everything is nice!!,3.0 out of 5 stars,3,The product looks very cheap specially that red colour
2000,Amazon Customer,Very Good Earphones with good sound quality and battery backup.,4.0 out of 5 stars,4,Good Earphones with Good Sound Quality
2001,chetan ghodke,My experience with calling through the bullets wireless bluetooth is bad.whenever I call or pickup someone's call there is lot of disturbance. Am not able to use it for calling purpose.,3.0 out of 5 stars,3,Calling has lot od disturbance
2002,Amazon Customer,"Very good Bluetooth headphone. Connectivity absolutely fine.. Little bit low bass.But overall build quality, audio & sound in this price range is too good",5.0 out of 5 stars,5,Sound
2003,pragati singh,"It’s not even an year and the earphone has stopped working. It was safely used but something happened and one bud stopped, and now both of them have an issue",1.0 out of 5 stars,1,Damaged
2004,Param,"Oneplus, you've made it!Best to useConvenientRequires maximum 10 minutes of charging, which gives you 10 hours of peaceful music experience",5.0 out of 5 stars,5,👌😇
2005,Pasang Lama,"Everything is perfect special sound quality, Bass is awesome 👌 value for money",4.0 out of 5 stars,4,Value for money
2006,chandan wankhade,Good quality earphones.Charge it first when  delivered.I like sound quality.,5.0 out of 5 stars,5,Happy customer ! Go for it!
2007,Amazon Customer,"Excellent Quality product, nice clarity of sound in music, perfect suit for One Plus users. Dolby Atmos can be unlocked through the device. Magnetic lock helps saving battery life",4.0 out of 5 stars,4,Best suited for One Plus users
2008,D.Rajasekhar Reddy,Excellent quality and excellent battery life.,5.0 out of 5 stars,5,Awesome product from one plus.
2009,Moorthy,Mass bluetooth Earphone💥Worth to buy itBass level superAudio separation over two earbud is very very goodMy personal opinion I haven't heard like this in any EarphonesTop quality,5.0 out of 5 stars,5,High quality Super Bass level Earphone
2010,YASHWANT SINHA,मेरे onplus मोबाईल में यह ब्लूटूथ काम नही किया फिर मैने इसका रीफंड चाहा लेकिन मुझे अवि तक रीफंड नही दिया गया है 20दिन से jada हो गया है ।Worst service with amejon😡😡😡😡😡😡😡😡😡😡,1.0 out of 5 stars,1,😡
2011,Kishor Karmakar,To be honest sound quality is just awesome and build quality is very good overall value for money product rs 1899.best neckband Bluetooth ever under 2000 go for it without hesitation.thank you..,5.0 out of 5 stars,5,Value for money product
2012,aditya,I don't like the built quality as I purchased it only 2 months ago and my 1 side of ear plug is not working even it's in the warranty I tried to reach the service center but didn't get any reply,2.0 out of 5 stars,2,Not expected this from such a big brand
2013,Abhilash Raj,Everything is perfect except noise cancellation.,5.0 out of 5 stars,5,Best bass.
2014,DIVYA K MENON,Been using it for over 6months. It works nicely.,5.0 out of 5 stars,5,Good one. Using for 6months
2015,Roshan,The sound quality and all is great but tbh my earphones keep disconnecting again and again and also there have been some frequency issues too. Idk if this is only with the one's i bought or with the other earphones too.,4.0 out of 5 stars,4,Connection problems
2016,Rinku Behera,It's good and comfortable to use in comparison to Realme wireless 2,4.0 out of 5 stars,4,Good quality Product
2017,Amazon Customer,"Sound quality is better. However after some days of use, the headset is not getting connected automatically. We need to attach and detach the magnet multiple times.",2.0 out of 5 stars,2,Not that good.
2018,Maniteja,One plus bullets wireless not work properly music play and automatically off on music not work. I play the song is sound is cut and again automatically songs run. What problem sir or madam tell.,1.0 out of 5 stars,1,Music cut off
2019,Kushal Singh,Worst experience ever. Replaced it twice but the problem remains. After using some time my ear hurts and feels sticky because it doesn't let air pass in or out through your ear. I would not recommend this product.,1.0 out of 5 stars,1,Worst experience
2020,shiv kumar,I like its battery backup but I think its ergonomic  should be improved to provide more comfort... It comes out when you jogg or exercise and sometimes it doesn't  get well in the ears...,2.0 out of 5 stars,2,Stopped working after 5 months of use.. Even my friends headphone has also stopped working..
2021,amit,Not conect with laptop not conect with you tubeNot answer as they say magnetic on off call receive,2.0 out of 5 stars,2,Best but functions not match
2022,shivashankar h.m,"excellent sound quality, fast charging & good battery backup",5.0 out of 5 stars,5,excellent sound quality
2023,AmanXyz,Good for talk and sound quality.but battery is not so longer,4.0 out of 5 stars,4,Good
2024,Shantanu,Worst customer service experience from OnePlus support. Service Center returned the same product No replacement in warranty.,1.0 out of 5 stars,1,Stoppped working in 8 months. Worst customer support
2025,Chiranjit Gayen,                    The media could not be loaded.                 After 4 month use this bud is dead. No charging no on what is this.,1.0 out of 5 stars,1,Totally Fake products
2026,Zeba Sikora,I received a defective set of earphones. The microphone relays distorted audio and it keeps disconnecting from my phone. I cannot even return it because the return window is only one week long.,1.0 out of 5 stars,1,Do not buy
2027,Amazon Customer,Amazing sound quality and easy connectivity. Ton of battery life and gets charged in 10 mins from your dash charger.Highly recommended.,5.0 out of 5 stars,5,They say Never Settle - But this will make you to settle on this
2028,sumanth.S.R,                    The media could not be loaded.                 Not leasing calls and when i put the helmet that time very pain to ears,5.0 out of 5 stars,5,Very bad its not water resistant
2029,Mir Sahab,Oneplus bullet z bass editionJust awesome product from oneplusMust buy..Better than oppo encho m31,5.0 out of 5 stars,5,Luv this product 👍
2030,Jishnu Sathyan,Quality of the material is good and flexible. Connectivity between phone is faster. Good noice cancellation and bass is fantastic. A Wonderful product from oneplus.,4.0 out of 5 stars,4,Bass is awesome!!
2031,pooja bodkhe,I got my delivery yesterday and there is some crackling sound after some time and it is very annoying. I tried factory reset still the problem persists . Don't buy.,1.0 out of 5 stars,1,Don't buy
2032,Manish Suman,"I need one plus wireless bullets Bluetooth earphone but without bass. It is ordered by me wrongly. This bass edition doesn’t have device switch button & mic, please replace.",3.0 out of 5 stars,3,Bass edition is not a good choice
2033,B.Sreekar reddy,Works fine. Can give it a try.,4.0 out of 5 stars,4,Try it
2034,BHARAT MACHHAR,OnePlus Bullets Wireless Z Bass Edition (Reverb Red) very nice,5.0 out of 5 stars,5,OnePlus Bullets Wireless Z Bass Edition (Reverb Red)
2035,Unni,Used for 3 months :Excellent quality sound . Bass is ok. Charging time is awesome. Battery backup is also awesome. Worth every penny,5.0 out of 5 stars,5,Go for it. Best in the market
2036,laxman kumar voodari,"Connection issues, Crack Sound issues,With one plus Devices and IPhone Devices",1.0 out of 5 stars,1,Sound Quite Issues
2037,Divya vyas,Sound quality is too good i love this earphones and bass quality and nice nd good  noise cancellation good but not effective nd feature  fast charging betttry,4.0 out of 5 stars,4,Go For it
2038,Bb,Very very very very very very very very very very very very very very very very very very very very very very very very very very cheap and third class quality from oneplus.... Don't buy this.,1.0 out of 5 stars,1,Very bad quality
2039,MD AZEEZ,It stopped working before 1 year..I sent for warranty and they saying it is physical damage but I don't think it physically damaged when I am sent product it was perfect..i utterly disapointed,1.0 out of 5 stars,1,It stopped working with in 1 year
2040,Amazon Customer,"Amazon or one plus delivered fake product or one plus earphones are cheap I don't know but it's worst earphones ever, it's not working after sometimes , very early damaged, don't buy",1.0 out of 5 stars,1,don't buy
2041,Nilav_Chennai,Superb bass and crisp quality in songs.,5.0 out of 5 stars,5,good quality
2042,palki thakur,From all the advantages ...my most fab is it really gets charge for 10 hrs in 10 mints,5.0 out of 5 stars,5,From all the advantages ...my most fab is it really gets charge for 10 hrs in 10 mints
2043,Ganga,Good soundEasy to use,5.0 out of 5 stars,5,Awesome product
2044,Nishant Tyagi,Nice product . But when it connect in laptop ... disconnect automatically after some time again connect again disconnect.Some time in mobile it also do that.,3.0 out of 5 stars,3,Sound quality is good but connectivity is not good
2045,Munim Yadav,"Best Bluetooth headset in Rs 2000 range, even can beat headset upto 4000 Rs range.",5.0 out of 5 stars,5,Best!!!
2046,Netram Meena,"Received duplicate item and different colour, also not support USB C type as mentioned in original. Now I want to return but since 2 times amazon agent refused to verify the image. Hence not picked up the item.",1.0 out of 5 stars,1,"Received duplicate item and different colour, also not support USB C type as mentioned in original."
2047,shiva kumar,                    The media could not be loaded.                 Bass Quality is Best,5.0 out of 5 stars,5,Best Quality
2048,kishor kunal,Built quality of product is too good and its sound quality is amazing.without any hesitation u can buy this product,5.0 out of 5 stars,5,Oneplus wireless headset
2049,Pankaj singh,सिर्फ देखने के लिए अच्छा है। 3 बार ले लिया है कुछ ही महीने में खराब हो जाता है । माइक की बहुत समस्या आती है।मेरा सुझाव है कि इसे खरीद कर पैसे बर्बाद न करे ।।,5.0 out of 5 stars,5,पैसे को बरबाद करना ।।
2050,santosh khilari,I took care of it as a child still left side of earphone stopped working after a short span of 6 months.... And no warranty given... Really disappointed by OnePlus,1.0 out of 5 stars,1,One side of earphones stopped working after 6 months
2051,Somrita Samanta,Has a good sound quality and definitely the bass quality is good but it sounds even better with when connected to a one plus mobile but still works good with apple phone,4.0 out of 5 stars,4,Good sound and bass quality
